title,movie_id,cast,crew
Mr. & Mrs. Smith,787,"['Angelina Jolie', 'Brad Pitt', 'Vince Vaughn']",['Doug Liman']
Insurgent,262500,"['Shailene Woodley', 'Theo James', 'Kate Winslet']",['Robert Schwentke']
The Aviator,2567,"['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale']",['Martin Scorsese']
Gulliver's Travels,38745,"['Jack Black', 'Amanda Peet', 'Emily Blunt']",['Rob Letterman']
The Green Hornet,40805,"['Seth Rogen', 'Jay Chou', 'Christoph Waltz']",['Michel Gondry']
300: Rise of an Empire,53182,"['Sullivan Stapleton', 'Eva Green', 'Lena Headey']",['Noam Murro']
The Smurfs,41513,"['Hank Azaria', 'Neil Patrick Harris', 'Jayma Mays']",['Raja Gosnell']
Home on the Range,13700,"['Roseanne Barr', 'Judi Dench', 'Jennifer Tilly']",['Will Finn']
Allegiant,262504,"['Shailene Woodley', 'Theo James', 'Zoë Kravitz']",['Robert Schwentke']
Real Steel,39254,"['Hugh Jackman', 'Dakota Goyo', 'Evangeline Lilly']",['Shawn Levy']
The Smurfs 2,77931,"['Hank Azaria', 'Neil Patrick Harris', 'Brendan Gleeson']",['Raja Gosnell']
Speed 2: Cruise Control,1639,"['Sandra Bullock', 'Jason Patric', 'Willem Dafoe']",['Jan de Bont']
Ender's Game,80274,"['Asa Butterfield', 'Harrison Ford', 'Hailee Steinfeld']",['Gavin Hood']
Live Free or Die Hard,1571,"['Bruce Willis', 'Justin Long', 'Timothy Olyphant']",['Len Wiseman']
The Lord of the Rings: The Fellowship of the Ring,120,"['Elijah Wood', 'Ian McKellen', 'Cate Blanchett']",['Peter Jackson']
Around the World in 80 Days,10204,"['Jackie Chan', 'Steve Coogan', 'Cécile de France']",['Frank Coraci']
Ali,8489,"['Will Smith', 'Jamie Foxx', 'Jon Voight']",['Michael Mann']
The Cat in the Hat,10588,"['Mike Myers', 'Dakota Fanning', 'Spencer Breslin']",['Bo Welch']
"I, Robot",2048,"['Will Smith', 'Bridget Moynahan', 'Alan Tudyk']",['Alex Proyas']
Kingdom of Heaven,1495,"['Orlando Bloom', 'Eva Green', 'Jeremy Irons']",['Ridley Scott']
Stuart Little,10137,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie']",['Rob Minkoff']
The Princess and the Frog,10198,"['Anika Noni Rose', 'Bruno Campos', 'Keith David']",['Ron Clements']
The Martian,286217,"['Matt Damon', 'Jessica Chastain', 'Kristen Wiig']",['Ridley Scott']
The Island,1635,"['Ewan McGregor', 'Scarlett Johansson', 'Djimon Hounsou']",['Michael Bay']
Town & Country,24113,"['Warren Beatty', 'Diane Keaton', 'Goldie Hawn']",['Peter Chelsom']
Gone in Sixty Seconds,9679,"['Nicolas Cage', 'Angelina Jolie', 'Giovanni Ribisi']",['Dominic Sena']
Gladiator,98,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen']",['Ridley Scott']
Minority Report,180,"['Tom Cruise', 'Colin Farrell', 'Samantha Morton']",['Steven Spielberg']
Harry Potter and the Chamber of Secrets,672,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",['Chris Columbus']
Casino Royale,36557,"['Daniel Craig', 'Eva Green', 'Mads Mikkelsen']",['Martin Campbell']
Planet of the Apes,869,"['Mark Wahlberg', 'Tim Roth', 'Helena Bonham Carter']",['Tim Burton']
Terminator 2: Judgment Day,280,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Robert Patrick']",['James Cameron']
Public Enemies,11322,"['Christian Bale', 'Johnny Depp', 'Giovanni Ribisi']",['Michael Mann']
American Gangster,4982,"['Denzel Washington', 'Russell Crowe', 'Chiwetel Ejiofor']",['Ridley Scott']
True Lies,36955,"['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold']",['James Cameron']
The Taking of Pelham 1 2 3,18487,"['Denzel Washington', 'John Travolta', 'Luis Guzmán']",['Tony Scott']
Little Fockers,39451,"['Robert De Niro', 'Ben Stiller', 'Owen Wilson']",['Paul Weitz']
The Other Guys,27581,"['Will Ferrell', 'Mark Wahlberg', 'Eva Mendes']",['Adam McKay']
Eraser,9268,"['Arnold Schwarzenegger', 'James Caan', 'Vanessa Williams']",['Chuck Russell']
Django Unchained,68718,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio']",['Quentin Tarantino']
The Hunchback of Notre Dame,10545,"['Tom Hulce', 'Demi Moore', 'Tony Jay']",['Gary Trousdale']
The Emperor's New Groove,11688,"['David Spade', 'John Goodman', 'Eartha Kitt']",['Mark Dindal']
The Expendables 2,76163,"['Sylvester Stallone', 'Jason Statham', 'Dolph Lundgren']",['Simon West']
National Treasure,2059,"['Nicolas Cage', 'Diane Kruger', 'Justin Bartha']",['Jon Turteltaub']
Eragon,2486,"['Ed Speleers', 'Jeremy Irons', 'Sienna Guillory']",['Stefen Fangmeier']
Where the Wild Things Are,16523,"['Max Records', 'Catherine Keener', 'Lauren Ambrose']",['Spike Jonze']
Epic,116711,"['Josh Hutcherson', 'Amanda Seyfried', 'Colin Farrell']",['Chris Wedge']
The Tourist,37710,"['Johnny Depp', 'Angelina Jolie', 'Paul Bettany']",['Florian Henckel von Donnersmarck']
End of Days,9946,"['Arnold Schwarzenegger', 'Gabriel Byrne', 'Kevin Pollak']",['Peter Hyams']
Blood Diamond,1372,"['Leonardo DiCaprio', 'Djimon Hounsou', 'Jennifer Connelly']",['Edward Zwick']
The Wolf of Wall Street,106646,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie']",['Martin Scorsese']
Batman Forever,414,"['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey']",['Joel Schumacher']
Starship Troopers,563,"['Casper Van Dien', 'Dina Meyer', 'Denise Richards']",['Paul Verhoeven']
Cloud Atlas,83542,"['Tom Hanks', 'Halle Berry', 'Jim Broadbent']",['Tom Tykwer']
Legend of the Guardians: The Owls of Ga'Hoole,41216,"['Emily Barclay', 'Abbie Cornish', 'Essie Davis']",['Zack Snyder']
Catwoman,314,"['Halle Berry', 'Benjamin Bratt', 'Sharon Stone']",['Pitof']
Hercules,184315,"['Dwayne Johnson', 'Ian McShane', 'John Hurt']",['Brett Ratner']
Treasure Planet,9016,"['Joseph Gordon-Levitt', 'Brian Murray', 'David Hyde Pierce']",['Ron Clements']
Land of the Lost,18162,"['Will Ferrell', 'Anna Friel', 'Danny McBride']",['Brad Silberling']
The Expendables 3,138103,"['Sylvester Stallone', 'Jason Statham', 'Harrison Ford']",['Patrick Hughes']
Point Break,257088,"['Edgar Ramírez', 'Luke Bracey', 'Teresa Palmer']",['Ericson Core']
Son of the Mask,10214,"['Jamie Kennedy', 'Alan Cumming', 'Traylor Howard']",['Lawrence Guterman']
In the Heart of the Sea,205775,"['Chris Hemsworth', 'Benjamin Walker', 'Cillian Murphy']",['Ron Howard']
The Adventures of Pluto Nash,11692,"['Eddie Murphy', 'Randy Quaid', 'Rosario Dawson']",['Ron Underwood']
Green Zone,22972,"['Matt Damon', 'Greg Kinnear', 'Brendan Gleeson']",['Paul Greengrass']
The Peanuts Movie,227973,"['Noah Schnapp', 'Bill Melendez', 'Venus Schultheis']",['Steve Martino']
The Spanish Prisoner,29193,"['Steve Martin', 'Campbell Scott', 'Ben Gazzara']",['David Mamet']
The Mummy Returns,1734,"['Brendan Fraser', 'Rachel Weisz', 'John Hannah']",['Stephen Sommers']
Gangs of New York,3131,"['Leonardo DiCaprio', 'Daniel Day-Lewis', 'Cameron Diaz']",['Martin Scorsese']
The Flowers of War,76758,"['Christian Bale', 'Ni Ni', 'Tong Dawei']",['Zhang Yimou']
Surf's Up,9408,"['Shia LaBeouf', 'Jeff Bridges', 'Zooey Deschanel']",['Ash Brannon']
The Stepford Wives,9890,"['Nicole Kidman', 'Matthew Broderick', 'Bette Midler']",['Frank Oz']
Black Hawk Down,855,"['Josh Hartnett', 'Ewan McGregor', 'Jason Isaacs']",['Ridley Scott']
The Campaign,77953,"['Will Ferrell', 'Zach Galifianakis', 'Dylan McDermott']",['Jay Roach']
The Fifth Element,18,"['Bruce Willis', 'Gary Oldman', 'Ian Holm']",['Luc Besson']
Sex and the City 2,37786,"['Sarah Jessica Parker', 'Kristin Davis', 'Cynthia Nixon']",['Michael Patrick King']
The Road to El Dorado,10501,"['Kenneth Branagh', 'Kevin Kline', 'Rosie Perez']",['Don Michael Paul']
Ice Age: Continental Drift,57800,"['John Leguizamo', 'Ray Romano', 'Chris Wedge']",['Steve Martino']
Cinderella,150689,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh']
The Lovely Bones,7980,"['Rachel Weisz', 'Mark Wahlberg', 'Susan Sarandon']",['Peter Jackson']
Finding Nemo,12,"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould']",['Andrew Stanton']
The Lord of the Rings: The Return of the King,122,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']",['Peter Jackson']
The Lord of the Rings: The Two Towers,121,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']",['Peter Jackson']
Seventh Son,68737,"['Jeff Bridges', 'Julianne Moore', 'Ben Barnes']",['Sergei Bodrov']
Lara Croft: Tomb Raider,1995,"['Angelina Jolie', 'Jon Voight', 'Iain Glen']",['Simon West']
Transcendence,157353,"['Johnny Depp', 'Paul Bettany', 'Rebecca Hall']",['Wally Pfister']
Jurassic Park III,331,"['Sam Neill', 'William H. Macy', 'Téa Leoni']",['Joe Johnston']
Rise of the Planet of the Apes,61791,"['James Franco', 'Freida Pinto', 'John Lithgow']",['Rupert Wyatt']
The Spiderwick Chronicles,8204,"['Freddie Highmore', 'Mary-Louise Parker', 'Nick Nolte']",['Mark Waters']
A Good Day to Die Hard,47964,"['Bruce Willis', 'Jai Courtney', 'Sebastian Koch']",['John Moore']
The Alamo,10733,"['Dennis Quaid', 'Billy Bob Thornton', 'Jason Patric']",['John Lee Hancock']
The Incredibles,9806,"['Craig T. Nelson', 'Holly Hunter', 'Samuel L. Jackson']",['Brad Bird']
Cutthroat Island,1408,"['Geena Davis', 'Matthew Modine', 'Frank Langella']",['Renny Harlin']
Percy Jackson & the Olympians: The Lightning Thief,32657,"['Logan Lerman', 'Brandon T. Jackson', 'Alexandra Daddario']",['Chris Columbus']
Men in Black,607,"['Tommy Lee Jones', 'Will Smith', 'Linda Fiorentino']",['Barry Sonnenfeld']
Toy Story 2,863,"['Tom Hanks', 'Tim Allen', 'Joan Cusack']",['John Lasseter']
Unstoppable,44048,"['Denzel Washington', 'Chris Pine', 'Rosario Dawson']",['Tony Scott']
Rush Hour 2,5175,"['Chris Tucker', 'Jackie Chan', 'Zhang Ziyi']",['Brett Ratner']
What Lies Beneath,2655,"['Harrison Ford', 'Michelle Pfeiffer', 'Diana Scarwid']",['Robert Zemeckis']
Cloudy with a Chance of Meatballs,22794,"['Bill Hader', 'Anna Faris', 'James Caan']",['Phil Lord']
Ice Age: Dawn of the Dinosaurs,8355,"['Ray Romano', 'John Leguizamo', 'Denis Leary']",['Carlos Saldanha']
The Secret Life of Walter Mitty,116745,"['Ben Stiller', 'Kristen Wiig', 'Patton Oswalt']",['Ben Stiller']
Charlie's Angels,4327,"['Cameron Diaz', 'Lucy Liu', 'Drew Barrymore']",['McG']
The Departed,1422,"['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson']",['Martin Scorsese']
Mulan,10674,"['Eddie Murphy', 'Jackie Chan', 'Ming-Na Wen']",['Tony Bancroft']
Tropic Thunder,7446,"['Ben Stiller', 'Jack Black', 'Robert Downey Jr.']",['Ben Stiller']
The Girl with the Dragon Tattoo,65754,"['Daniel Craig', 'Rooney Mara', 'Christopher Plummer']",['David Fincher']
Die Hard: With a Vengeance,1572,"['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson']",['John McTiernan']
Sherlock Holmes,10528,"['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams']",['Guy Ritchie']
Ben-Hur,271969,"['Jack Huston', 'Toby Kebbell', 'Rodrigo Santoro']",['Timur Bekmambetov']
Atlantis: The Lost Empire,10865,"['Michael J. Fox', 'Corey Burton', 'Claudia Christian']",['Gary Trousdale']
Alvin and the Chipmunks: The Road Chip,258509,"['Jason Lee', 'Justin Long', 'Bella Thorne']",['Walt Becker']
Valkyrie,2253,"['Tom Cruise', 'Carice van Houten', 'Kenneth Branagh']",['Bryan Singer']
You Don't Mess with the Zohan,10661,"['Adam Sandler', 'John Turturro', 'Emmanuelle Chriqui']",['Dennis Dugan']
Pixels,257344,"['Adam Sandler', 'Michelle Monaghan', 'Peter Dinklage']",['Chris Columbus']
A.I. Artificial Intelligence,644,"['Haley Joel Osment', ""Frances O'Connor"", 'Sam Robards']",['Steven Spielberg']
The Haunted Mansion,10756,"['Eddie Murphy', 'Terence Stamp', 'Nathaniel Parker']",['Rob Minkoff']
Contact,686,"['Jodie Foster', 'Matthew McConaughey', 'James Woods']",['Robert Zemeckis']
Hollow Man,9383,"['Kevin Bacon', 'Elisabeth Shue', 'Josh Brolin']",['Paul Verhoeven']
The Interpreter,179,"['Nicole Kidman', 'Sean Penn', 'Catherine Keener']",['Sydney Pollack']
Percy Jackson: Sea of Monsters,76285,"['Logan Lerman', 'Alexandra Daddario', 'Douglas Smith']",['Thor Freudenthal']
Lara Croft Tomb Raider: The Cradle of Life,1996,"['Angelina Jolie', 'Gerard Butler', 'Noah Taylor']",['Jan de Bont']
Now You See Me 2,291805,"['Jesse Eisenberg', 'Woody Harrelson', 'Mark Ruffalo']",['Jon M. Chu']
The Saint,10003,"['Val Kilmer', 'Elisabeth Shue', 'Rade Serbedzija']",['Phillip Noyce']
Spy Game,1535,"['Robert Redford', 'Brad Pitt', 'Catherine McCormack']",['Tony Scott']
Mission to Mars,2067,"['Gary Sinise', 'Tim Robbins', 'Don Cheadle']",['Brian De Palma']
Rio,46195,"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann']",['Carlos Saldanha']
Bicentennial Man,2277,"['Robin Williams', 'Sam Neill', 'Embeth Davidtz']",['Chris Columbus']
Volcano,10357,"['Tommy Lee Jones', 'Anne Heche', 'Gaby Hoffmann']",['Mick Jackson']
The Devil's Own,4477,"['Harrison Ford', 'Brad Pitt', 'Margaret Colin']",['Alan J. Pakula']
K-19: The Widowmaker,8665,"['Harrison Ford', 'Liam Neeson', 'Peter Sarsgaard']",['Kathryn Bigelow']
Conan the Barbarian,9387,"['Arnold Schwarzenegger', 'James Earl Jones', 'Max von Sydow']",['John Milius']
Cinderella Man,921,"['Russell Crowe', 'Renée Zellweger', 'Paul Giamatti']",['Ron Howard']
The Nutcracker: The Untold Story,49852,"['Elle Fanning', 'Nathan Lane', 'John Turturro']",['Andrei Konchalovsky']
Seabiscuit,4464,"['Jeff Bridges', 'David McCullough', 'Chris Cooper']",['Gary Ross']
Twister,664,"['Helen Hunt', 'Bill Paxton', 'Cary Elwes']",['Jan de Bont']
Cast Away,8358,"['Tom Hanks', 'Helen Hunt', 'Chris Noth']",['Robert Zemeckis']
Happy Feet,9836,"['Elijah Wood', 'Robin Williams', 'Brittany Murphy']",['George Miller']
The Bourne Supremacy,2502,"['Matt Damon', 'Franka Potente', 'Brian Cox']",['Paul Greengrass']
Air Force One,9772,"['Harrison Ford', 'Gary Oldman', 'Glenn Close']",['Wolfgang Petersen']
Ocean's Eleven,161,"['George Clooney', 'Brad Pitt', 'Matt Damon']",['Steven Soderbergh']
The Three Musketeers,52451,"['Milla Jovovich', 'Orlando Bloom', 'Logan Lerman']",['Paul W.S. Anderson']
Hotel Transylvania,76492,"['Adam Sandler', 'Steve Buscemi', 'David Spade']",['Genndy Tartakovsky']
Enchanted,4523,"['Amy Adams', 'Patrick Dempsey', 'James Marsden']",['Kevin Lima']
Safe House,59961,"['Denzel Washington', 'Ryan Reynolds', 'Vera Farmiga']",['Daniel Espinosa']
102 Dalmatians,10481,"['Glenn Close', 'Ioan Gruffudd', 'Alice Evans']",['Kevin Lima']
Tower Heist,59108,"['Ben Stiller', 'Eddie Murphy', 'Casey Affleck']",['Brett Ratner']
The Holiday,1581,"['Cameron Diaz', 'Kate Winslet', 'Jude Law']",['Nancy Meyers']
Enemy of the State,9798,"['Will Smith', 'Gene Hackman', 'Jon Voight']",['Tony Scott']
It's Complicated,22897,"['Meryl Streep', 'Alec Baldwin', 'Steve Martin']",['Nancy Meyers']
Ocean's Thirteen,298,"['George Clooney', 'Brad Pitt', 'Matt Damon']",['Steven Soderbergh']
Open Season,7484,"['Martin Lawrence', 'Ashton Kutcher', 'Gary Sinise']",['Jill Culton']
Divergent,157350,"['Shailene Woodley', 'Theo James', 'Kate Winslet']",['Neil Burger']
Enemy at the Gates,853,"['Jude Law', 'Rachel Weisz', 'Ed Harris']",['Jean-Jacques Annaud']
The Rundown,10159,"['Dwayne Johnson', 'Seann William Scott', 'Rosario Dawson']",['Peter Berg']
Last Action Hero,9593,"['Arnold Schwarzenegger', 'F. Murray Abraham', 'Art Carney']",['John McTiernan']
Memoirs of a Geisha,1904,"['Zhang Ziyi', 'Gong Li', 'Youki Kudoh']",['Rob Marshall']
The Fast and the Furious: Tokyo Drift,9615,"['Lucas Black', 'Nathalie Kelley', 'Sung Kang']",['Justin Lin']
Arthur Christmas,51052,"['James McAvoy', 'Hugh Laurie', 'Bill Nighy']",['Barry Cook']
Meet Joe Black,297,"['Brad Pitt', 'Anthony Hopkins', 'Claire Forlani']",['Martin Brest']
Collateral Damage,9884,"['Arnold Schwarzenegger', 'Francesca Neri', 'Elias Koteas']",['Andrew Davis']
All That Jazz,16858,"['Roy Scheider', 'Jessica Lange', 'Leland Palmer']",['Bob Fosse']
Mirror Mirror,62764,"['Julia Roberts', 'Lily Collins', 'Armie Hammer']",['Tarsem Singh']
Scott Pilgrim vs. the World,22538,"['Michael Cera', 'Mary Elizabeth Winstead', 'Kieran Culkin']",['Edgar Wright']
The Core,9341,"['Aaron Eckhart', 'Hilary Swank', 'Delroy Lindo']",['Jon Amiel']
Nutty Professor II: The Klumps,12107,"['Eddie Murphy', 'Janet Jackson', 'Larry Miller']",['Peter Segal']
Scooby-Doo,9637,"['Freddie Prinze Jr.', 'Sarah Michelle Gellar', 'Matthew Lillard']",['Raja Gosnell']
Dredd,49049,"['Karl Urban', 'Olivia Thirlby', 'Lena Headey']",['Pete Travis']
Click,9339,"['Adam Sandler', 'Kate Beckinsale', 'Christopher Walken']",['Frank Coraci']
Creepshow,16281,"['Hal Holbrook', 'Adrienne Barbeau', 'Fritz Weaver']",['George A. Romero']
Cats & Dogs 2 : The Revenge of Kitty Galore,39691,"['James Marsden', 'Nick Nolte', 'Christina Applegate']",['Brad Peyton']
Jumper,8247,"['Hayden Christensen', 'Jamie Bell', 'Samuel L. Jackson']",['Doug Liman']
Hellboy II: The Golden Army,11253,"['Ron Perlman', 'Selma Blair', 'Jeffrey Tambor']",['Guillermo del Toro']
Zodiac,1949,"['Jake Gyllenhaal', 'Robert Downey Jr.', 'Mark Ruffalo']",['David Fincher']
The 6th Day,8452,"['Arnold Schwarzenegger', 'Michael Rapaport', 'Tony Goldwyn']",['Roger Spottiswoode']
Bruce Almighty,310,"['Jim Carrey', 'Jennifer Aniston', 'Philip Baker Hall']",['Tom Shadyac']
The Expendables,27578,"['Sylvester Stallone', 'Jason Statham', 'Dolph Lundgren']",['Sylvester Stallone']
Mission: Impossible,954,"['Tom Cruise', 'Jon Voight', 'Emmanuelle Béart']",['Brian De Palma']
The Hunger Games,70160,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",['Gary Ross']
The Hangover Part II,45243,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis']",['Todd Phillips']
Batman Returns,364,"['Michael Keaton', 'Danny DeVito', 'Michelle Pfeiffer']",['Tim Burton']
Over the Hedge,7518,"['Bruce Willis', 'Garry Shandling', 'Steve Carell']",['Karey Kirkpatrick']
Lilo & Stitch,11544,"['Chris Sanders', 'Daveigh Chase', 'Tia Carrere']",['Chris Sanders']
Charlotte's Web,9986,"['Julia Roberts', 'Steve Buscemi', 'John Cleese']",['Gary Winick']
Deep Impact,8656,"['Robert Duvall', 'Téa Leoni', 'Elijah Wood']",['Mimi Leder']
RED 2,146216,"['Bruce Willis', 'Catherine Zeta-Jones', 'Anthony Hopkins']",['Dean Parisot']
The Longest Yard,9291,"['Adam Sandler', 'Chris Rock', 'Burt Reynolds']",['Peter Segal']
Alvin and the Chipmunks: Chipwrecked,55301,"['Jason Lee', 'David Cross', 'Jenny Slate']",['Mike Mitchell']
Grown Ups 2,109418,"['Adam Sandler', 'Kevin James', 'Chris Rock']",['Dennis Dugan']
Get Smart,11665,"['Steve Carell', 'Anne Hathaway', 'Dwayne Johnson']",['Peter Segal']
Something's Gotta Give,6964,"['Jack Nicholson', 'Diane Keaton', 'Keanu Reeves']",['Nancy Meyers']
Shutter Island,11324,"['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley']",['Martin Scorsese']
Four Christmases,12193,"['Vince Vaughn', 'Reese Witherspoon', 'Robert Duvall']",['Seth Gordon']
Robots,9928,"['Robin Williams', 'Ewan McGregor', 'Halle Berry']",['Chris Wedge']
Face/Off,754,"['John Travolta', 'Nicolas Cage', 'Joan Allen']",['John Woo']
Bedtime Stories,10202,"['Adam Sandler', 'Keri Russell', 'Guy Pearce']",['Adam Shankman']
Road to Perdition,4147,"['Tom Hanks', 'Tyler Hoechlin', 'Jennifer Jason Leigh']",['Sam Mendes']
Just Go with It,50546,"['Adam Sandler', 'Jennifer Aniston', 'Nicole Kidman']",['Dennis Dugan']
Con Air,1701,"['Nicolas Cage', 'John Cusack', 'John Malkovich']",['Simon West']
Eagle Eye,13027,"['Shia LaBeouf', 'Michelle Monaghan', 'Rosario Dawson']",['D.J. Caruso']
Cold Mountain,2289,"['Jude Law', 'Nicole Kidman', 'Renée Zellweger']",['Anthony Minghella']
The Book of Eli,20504,"['Denzel Washington', 'Gary Oldman', 'Mila Kunis']",['Albert Hughes']
Flubber,9574,"['Robin Williams', 'Marcia Gay Harden', 'Christopher McDonald']",['Les Mayfield']
The Haunting,11618,"['Liam Neeson', 'Catherine Zeta-Jones', 'Owen Wilson']",['Jan de Bont']
Space Jam,2300,"['Michael Jordan', 'Wayne Knight', 'Billy West']",['Joe Pytka']
The Pink Panther,12096,"['Steve Martin', 'Kevin Kline', 'Jean Reno']",['Shawn Levy']
The Day the Earth Stood Still,10200,"['Keanu Reeves', 'Jennifer Connelly', 'Kathy Bates']",['Scott Derrickson']
Conspiracy Theory,8834,"['Mel Gibson', 'Julia Roberts', 'Patrick Stewart']",['Richard Donner']
Fury,228150,"['Brad Pitt', 'Shia LaBeouf', 'Logan Lerman']",['David Ayer']
Six Days Seven Nights,6068,"['Harrison Ford', 'Anne Heche', 'David Schwimmer']",['Ivan Reitman']
Yogi Bear,41515,"['Dan Aykroyd', 'Justin Timberlake', 'Anna Faris']",['Eric Brevig']
Spirit: Stallion of the Cimarron,9023,"['Matt Damon', 'James Cromwell', 'Daniel Studi']",['Kelly Asbury']
Zookeeper,38317,"['Kevin James', 'Rosario Dawson', 'Sylvester Stallone']",['Frank Coraci']
Lost in Space,2157,"['Gary Oldman', 'William Hurt', 'Matt LeBlanc']",['Stephen Hopkins']
The Manchurian Candidate,14462,"['Denzel Washington', 'Meryl Streep', 'Liev Schreiber']",['Jonathan Demme']
Déjà Vu,161795,"['Stephen Dillane', 'Victoria Foyt', 'Vanessa Redgrave']",['Henry Jaglom']
Hotel Transylvania 2,159824,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez']",['Genndy Tartakovsky']
Fantasia 2000,49948,"['Steve Martin', 'Itzhak Perlman', 'Quincy Jones']",['James Algar']
The Time Machine,2135,"['Guy Pearce', 'Mark Addy', 'Phyllida Law']",['Simon Wells']
Mighty Joe Young,9822,"['Charlize Theron', 'Rade Serbedzija', 'Bill Paxton']",['Ron Underwood']
Swordfish,9705,"['John Travolta', 'Hugh Jackman', 'Halle Berry']",['Dominic Sena']
The Legend of Zorro,1656,"['Antonio Banderas', 'Catherine Zeta-Jones', 'Adrián Alonso Barona']",['Martin Campbell']
What Dreams May Come,12159,"['Robin Williams', 'Cuba Gooding Jr.', 'Annabella Sciorra']",['Vincent Ward']
